prompt,image_prompt,width,height,num_frames,frame_rate,seed,negative_prompt
萧宇下令将舰队调整为战斗编队,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰指挥大厅。舰队各艘战舰开始调整阵型和航向。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
战舰群以紧密的楔形阵型向暗星云推进,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:太空。庞大的战舰群如同一个巨大的金属楔子刺向深空。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇亲自驾驶旗舰冲向敌阵,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:太空。旗舰的引擎喷射出炽热的蓝色火焰径直冲向敌方舰队。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
轨道炮在近距离连续轰击敌舰装甲,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:太空。五条弹道线在极近距离上击中敌舰装甲留下深深的裂痕。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
敌方旗舰试图逃离包围圈,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:太空。敌方旗舰的引擎全功率运转试图突破包围。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇下令第三打击群封堵敌方退路,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:星际战舰指挥大厅。第三打击群的战舰迅速调整位置形成封锁线。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
敌方旗舰在退路上遭遇第三打击群的火力拦截,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:太空。第三打击群的粒子炮和激光武器交织成死亡之网。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
敌舰在拦截火力中一艘接一艘被摧毁,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:太空。敌舰在密集的火力中爆炸碎片在太空中形成壮观的火球。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇下令剩余敌舰投降否则全部击毁,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰指挥大厅。萧宇的声音通过通讯系统传遍整个战场。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
敌方残存战舰在绝望中放弃了抵抗,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:太空。残存的敌方战舰关闭了武器系统护盾逐渐熄灭。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇下令俘获敌方舰队而非全部摧毁,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰指挥大厅。萧宇做出了一个出人意料的决定。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
战舰释放牵引光束俘获了剩余的敌方舰艇,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:太空。战舰发射出强大的牵引光束将敌方舰艇逐渐拉向己方。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
陈墨检查俘获舰艇的损伤情况,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰维修舱。陈墨带领工程团队开始检查俘获的敌方舰艇。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇亲自登上敌方旗舰进行审讯,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:太空。萧宇乘坐穿梭机飞向敌方旗舰舱门缓缓打开。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
敌方旗舰内部一片狼藉战斗的痕迹随处可见,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:外星战舰内部。走廊中到处是烧焦的痕迹和散落的设备碎片。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇在敌方旗舰的指挥室找到了作战日志,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:外星战舰指挥室。萧宇打开作战日志终端开始阅读里面的信息。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
作战日志揭示了攻击者的真实目的,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:外星战舰指挥室。日志中的文字显示攻击者并非掠夺者而是一个古老的文明。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇意识到这次攻击只是一个更大阴谋的开始,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:星际战舰舰桥。萧宇站在星图前表情凝重。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇下令将俘获的数据带回战舰进行分析,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰主控室。所有数据被分类整理后传输到战舰的主计算机。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
战舰修复了俘获舰艇的核心系统,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:星际战舰维修舱。工程人员正在修复俘获舰艇的聚变反应堆。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇看着修复中的俘获舰艇陷入了沉思,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰维修舱。萧宇站在俘获舰艇旁边思考着下一步的计划。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
陈墨报告说从俘获舰艇中发现了银河系外文明的标记,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:星际战舰主控室。陈墨在全息星图上标注着一个新的文明标记。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇将银河系外文明的标记添加到最高威胁列表中,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰主控室。全息星图上银河系外文明的标记被标注为红色。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
战舰开始向银河系边缘巡逻区域进发,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:太空。战舰群在恒星的光芒中向着银河系边缘进发。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇站在舰桥上看着前方的未知,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰舰桥。萧宇站在舰桥窗前深邃的眼眸中闪烁着坚定的光芒。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
星际战舰的引擎在深空中发出低沉的轰鸣,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:太空。星际战舰的引擎喷出幽蓝色的光芒在黑暗中划出一道光轨。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇在分析终端前研究三个可能的假说,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰主控室。萧宇面前的三个全息屏幕上分别显示着三个假说的详细信息。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
第一个假说的证据支持度达到百分之七十,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:星际战舰主控室。第一个全息屏幕上显示着证据链和概率评估。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
陈墨指出第二个假说的武器特征与战果高度吻合,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰主控室。陈墨在全息屏幕上标注着武器特征的比对数据。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇对比第三个假说的历史模式数据,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:星际战舰主控室。萧宇在第三个屏幕上调出了清扫者过去的活动记录。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇最终认为三个假说的可能性分别为百分之四十百分之三十和百分之三十,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰主控室。萧宇在三个假说旁边标注了各自的概率百分比。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇下令舰队进入最高级别的警戒状态,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:星际战舰指挥大厅。舰队各艘战舰的武器系统全部进入待命状态。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇开始在星图上标注可能的遭遇区域,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰主控室。萧宇用不同颜色的标记标注了三个假说对应的遭遇区域。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
陈墨建议分舰队同时搜索三个区域,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:星际战舰主控室。陈墨在星图上规划了三条搜索航线。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇同意了陈墨的建议将舰队分为三路,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰指挥大厅。萧宇将舰队编队重新调整为三路搜索阵型。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
第一路舰队向银河系内的可疑区域进发,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:太空。第一路舰队的主舰引擎全功率输出向目标方向前进。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
