prompt,image_prompt,width,height,num_frames,frame_rate,seed,negative_prompt
钢铁巨兽在太空中缓缓成型巨大的船体反射着遥远恒星的冷光,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：太空船坞一艘流线型小型星际战舰在巨型机械臂的焊接下缓缓成型船体表面金属板材一片片拼接覆盖着无数管线和传感器接口。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
萧宇站在希望号舰桥上双手抚摸着冰冷的舱壁感受着这艘小船的每一寸结构,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：希望号舰桥内部狭小的指挥舱内布满操作台和全息屏幕萧宇的手掌按在金属舱壁上眼神中充满期待。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
希望号的引擎舱内核聚变反应堆正在做最后调试蓝色等离子环在磁场中旋转,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：希望号引擎舱狭长的舱室内中央是一座环形核聚变反应堆幽蓝色等离子环在超强磁场约束下稳定燃烧光芒照亮了整个舱室。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
数十台工程机器人在希望号外部进行最后的焊接和检测火花四溅,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：希望号外部太空数十台工程机器人在船体表面忙碌焊接火花在真空中无声绽放机械臂精确地进行着每一处接缝的加固。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
萧宇在全息控制台前快速输入指令希望号的各系统逐一启动指示灯逐一亮起,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：希望号主控室萧宇的手指在全息键盘上飞速敲击控制台上方一排排指示灯从红色转为绿色系统依次上线。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
希望号的雷达系统首次启动扫描范围覆盖周边数个天文单位屏幕上显示出密密麻麻的星图数据,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：希望号雷达室球形雷达天线缓缓旋转全息屏幕上星图数据如瀑布般滚动蓝色光点标记着每一个探测到的天体。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
萧宇亲自测试希望号的武器系统小型粒子炮首次充能发出刺目的蓝色光芒,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：希望号武器控制室萧宇站在粒子炮控制面板前按下启动按钮武器充能指示灯从黄变蓝炮管发出嗡鸣。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
希望号的护盾发生器进行测试透明的能量屏障在船体周围展开将一艘废弃卫星隔绝在外,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：希望号外部测试场透明的六边形能量护盾在船体周围展开一颗废弃卫星撞上护盾表面泛起涟漪后被弹开。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
萧宇走进希望号的船员舱狭小的空间被精心布置每张床铺旁都有个人终端和储物柜,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：希望号船员舱狭长舱室内整齐排列着双层床铺每张床位配有个人终端和储物柜墙壁上贴着星图和任务手册。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
希望号的通讯天线展开如同一朵金属花朵在太空中绽放接收来自各个频率的信号,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：希望号外部船顶的碟形通讯天线缓缓展开如同金属花瓣在星光下闪闪发光天线表面反射着远处恒星的金色光芒。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
萧宇坐在希望号驾驶座上双手握住操纵杆感受着小型战舰特有的灵敏操控性,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：希望号驾驶舱萧宇坐进紧凑的驾驶座椅双手握住操纵杆面前是弧形全景观测窗窗外是深邃无垠的星空。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
希望号的导航计算机首次启动海量星图数据涌入系统计算出最近的可用航线,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：希望号导航室中央全息台上星图数据层层展开蓝色航线从当前位置延伸到遥远星系导航屏幕显示计算进度百分之百。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
萧宇检查希望号的物资储备食物水液氢液氧储备量全部达到标准,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：希望号物资舱萧宇走过整齐排列的货架查看物资清单货架上堆满压缩食品水箱和燃料罐全息屏显示储备量达标。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
希望号的AI辅助系统首次激活语音模块发出柔和的合成音开始协助舰桥操作,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：希望号舰桥中央全息投影台浮现出一个半透明的人形光点系统语音模块启动发出柔和的合成音响彻整个舰桥。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
萧宇为希望号安装最后一块装甲板机械臂将板材精准定位焊接到船体上,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：希望号外部太空巨型机械臂夹着厚重的装甲板缓缓靠近船体接缝处焊接火花在真空中无声绽放。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
