prompt,image_prompt,width,height,num_frames,frame_rate,seed,negative_prompt
"钀у畤涓嬩护鍚姩鍒濈骇鑳介噺姝﹀櫒娴嬭瘯璁″垝瀵瑰绉嶇墿鐞嗗師鐞嗙殑姝﹀櫒杩涜瀹炲脊婕旂粌","鐢靛奖绾х骞绘憚褰卞畯澶у彶璇楁劅8K瓒呮竻楂樺姣斿害鍐锋殩璋冭壊鐢靛奖绾ф櫙娣辫兌鐗囬绮掕川鎰熴€傜粺涓€涓昏:澶╂墠绉戝瀹惰惂瀹?35宀佺澘鏅烘矇绋抽粦鍙戠┛娣辫壊瀹為獙鏈?銆傜粺涓€鍦烘櫙:鏄熼檯鎴樿埌娴嬭瘯鍦恒€傛垬鑸板閮ㄧ殑娴嬭瘯鑸遍棬鎵撳紑闇插嚭鎺掑垪鏁撮綈鐨勫悇绉嶅疄楠屾€ф鍣ㄥ師鍨嬨€?,1152,768,81,24,42,"鐢婚潰闂儊瑙掕壊鍙樺舰缁撴瀯閿欎綅璺冲抚鐢婚潰鎶栧姩妯＄硦杩囧害鏇濆厜"
"绗竴绉嶆鍣ㄦ槸鐢电杞ㄩ亾鐐埄鐢ㄦ礇浼﹀吂鍔涘皢寮逛父鍔犻€熷埌瓒呴珮閫?,"鐢靛奖绾х骞绘憚褰卞畯澶у彶璇楁劅8K瓒呮竻楂樺姣斿害鍐锋殩璋冭壊鐢靛奖绾ф櫙娣辫兌鐗囬绮掕川鎰熴€傜粺涓€鍦烘櫙:澶┖銆備竴鏉￠暱杈炬暟鐧剧背鐨勭數纾佽建閬撳湪鐪熺┖涓睍寮€杞ㄩ亾涓ょ鐨勭矑瀛愭鍦ㄨ鍔犻€熷埌鎺ヨ繎鍏夐€熴€?,1152,768,81,24,42,"鐢婚潰闂儊瑙掕壊鍙樺舰缁撴瀯閿欎綅璺冲抚鐢婚潰鎶栧姩妯＄硦杩囧害鏇濆厜"
"鐢电杞ㄩ亾鐐娆¤瘯灏勪竴鏋?tungsten 寮逛父浠ュ崄鍊嶉煶閫熷皠鍑哄湪鐩爣涓婄偢寮€宸ㄥぇ鐨勫潙娲?,"鐢靛奖绾х骞绘憚褰卞畯澶у彶璇楁劅8K瓒呮竻楂樺姣斿害鍐锋殩璋冭壊鐢靛奖绾ф櫙娣辫兌鐗囬绮掕川鎰熴€傜粺涓€鍦烘櫙:澶┖銆傚脊涓稿湪杞ㄩ亾涓婂姞閫熺殑鐬棿婵€璧蜂竴鍦堣摑鑹茬殑鐢电鐜嚮涓繙澶勯澏鑸瑰悗浜х敓浜嗗己鐑堢殑鍐插嚮娉€?,1152,768,81,24,42,"鐢婚潰闂儊瑙掕壊鍙樺舰缁撴瀯閿欎綅璺冲抚鐢婚潰鎶栧姩妯＄硦杩囧害鏇濆厜"
"绗簩绉嶆鍣ㄦ槸绮掑瓙鏉熷彂灏勫櫒閫氳繃鍔犻€熷甫鐢电矑瀛愪骇鐢熼珮鑳藉皠娴?,"鐢靛奖绾х骞绘憚褰卞畯澶у彶璇楁劅8K瓒呮竻楂樺姣斿害鍐锋殩璋冭壊鐢靛奖绾ф櫙娣辫兌鐗囬绮掕川鎰熴€傜粺涓€鍦烘櫙:澶┖銆傜矑瀛愭潫鍙戝皠鍣ㄧ殑鐐彛鍑濊仛鍑轰竴鍥㈠菇缁胯壊鐨勭矑瀛愪簯闅忓悗涓€閬撶粏闀跨殑缁胯壊鍏夋潫鐩村皠鐩爣銆?,1152,768,81,24,42,"鐢婚潰闂儊瑙掕壊鍙樺舰缁撴瀯閿欎綅璺冲抚鐢婚潰鎶栧姩妯＄硦杩囧害鏇濆厜"
"绮掑瓙鏉熷嚮涓洰鏍囧悗鍦ㄨ〃闈骇鐢熸繁灞傛鐨勮緪灏勬崯浼よ鐢插唴閮ㄧ粨鏋勫紑濮嬪穿瑙?,"鐢靛奖绾х骞绘憚褰卞畯澶у彶璇楁劅8K瓒呮竻楂樺姣斿害鍐锋殩璋冭壊鐢靛奖绾ф櫙娣辫兌鐗囬绮掕川鎰熴€傜粺涓€鍦烘櫙:澶┖銆傜豢鑹茬矑瀛愭潫绌块€忛噾灞為澏鏉垮悗鍦ㄩ澏鏉垮悗鏂逛骇鐢熶簡鍙鐨勮緪灏勮緣鍏夋潗鏂欎粠鍐呴儴寮€濮嬬矇纰庛€?,1152,768,81,24,42,"鐢婚潰闂儊瑙掕壊鍙樺舰缁撴瀯閿欎綅璺冲抚鐢婚潰鎶栧姩妯＄硦杩囧害鏇濆厜"
"钀у畤绔欏湪瑙傛祴绐楀墠璁板綍鐫€姣忎竴绉嶆鍣ㄧ殑鎬ц兘鏁版嵁","鐢靛奖绾х骞绘憚褰卞畯澶у彶璇楁劅8K瓒呮竻楂樺姣斿害鍐锋殩璋冭壊鐢靛奖绾ф櫙娣辫兌鐗囬绮掕川鎰熴€傜粺涓€涓昏:澶╂墠绉戝瀹惰惂瀹?35宀佺澘鏅烘矇绋抽粦鍙戠┛娣辫壊瀹為獙鏈?銆傜粺涓€鍦烘櫙:鏄熼檯鎴樿埌瑙傛祴瀹ゃ€傝惂瀹囨墜鎸佹暟鎹澘绔欏湪宸ㄥぇ鐨勫姬褰㈣娴嬬獥鍓嶉潰鍓嶆槸婵€鐑堢殑姝﹀櫒娴嬭瘯銆?,1152,768,81,24,42,"鐢婚潰闂儊瑙掕壊鍙樺舰缁撴瀯閿欎綅璺冲抚鐢婚潰鎶栧姩妯＄硦杩囧害鏇濆厜"
"绗笁绉嶆鍣ㄦ槸绛夌瀛愮偖灏嗛珮娓╃瓑绂诲瓙浣撳帇缂╁悗鍠峰皠鍑哄幓","鐢靛奖绾х骞绘憚褰卞畯澶у彶璇楁劅8K瓒呮竻楂樺姣斿害鍐锋殩璋冭壊鐢靛奖绾ф櫙娣辫兌鐗囬绮掕川鎰熴€傜粺涓€鍦烘櫙:澶┖銆傜瓑绂诲瓙鐐殑鐐彛鍠峰嚭涓€鍥㈡嫵澶村ぇ灏忕殑姗樼孩鑹茬瓑绂诲瓙鐞冧綋鍦ㄥお绌轰腑鐣欎笅涓€鏉＄噧鐑х殑杞ㄨ抗銆?,1152,768,81,24,42,"鐢婚潰闂儊瑙掕壊鍙樺舰缁撴瀯閿欎綅璺冲抚鐢婚潰鎶栧姩妯＄硦杩囧害鏇濆厜"
"绛夌瀛愮悆浣撳嚮涓晫鑸版ā鎷熻埍鍚庣灛闂撮噴鏀惧嚭鏁颁竾搴︾殑楂樻俯灏嗛噾灞炶瀺鍖?,"鐢靛奖绾х骞绘憚褰卞畯澶у彶璇楁劅8K瓒呮竻楂樺姣斿害鍐锋殩璋冭壊鐢靛奖绾ф櫙娣辫兌鐗囬绮掕川鎰熴€傜粺涓€鍦烘櫙:澶┖銆傛绾㈣壊鐨勭瓑绂诲瓙鐞冧綋鎾炲嚮妯℃嫙鑸卞悗浜х敓浜嗗法澶х殑鐏悆鐔旇瀺鐨勯噾灞炴恫鍦ㄧ湡绌轰腑鍑濇垚鐞冪姸椋炴簠銆?,1152,768,81,24,42,"鐢婚潰闂儊瑙掕壊鍙樺舰缁撴瀯閿欎綅璺冲抚鐢婚潰鎶栧姩妯＄硦杩囧害鏇濆厜"
"绗洓绉嶆鍣ㄦ槸寰尝杈愬皠鍣ㄩ€氳繃鑱氱劍楂樿兘寰尝鏉熷姞鐑洰鏍?,"鐢靛奖绾х骞绘憚褰卞畯澶у彶璇楁劅8K瓒呮竻楂樺姣斿害鍐锋殩璋冭壊鐢靛奖绾ф櫙娣辫兌鐗囬绮掕川鎰熴€傜粺涓€鍦烘櫙:澶┖銆傚井娉㈠彂灏勫櫒鐨勬姏鐗╅潰澶╃嚎瀵瑰噯闈惰埞涓€鏉熻倝鐪间笉鍙鐨勭數纾佹尝姝ｅ湪鑱氱劍銆?,1152,768,81,24,42,"鐢婚潰闂儊瑙掕壊鍙樺舰缁撴瀯閿欎綅璺冲抚鐢婚潰鎶栧姩妯＄硦杩囧害鏇濆厜"
"寰尝鏉熷湪闈惰埞涓婅仛鐒︿骇鐢熶簡涓€涓偨鐑殑鑳介噺鐐硅鐢茶〃闈㈠紑濮嬪啋鐑熻捣鐏?,"鐢靛奖绾х骞绘憚褰卞畯澶у彶璇楁劅8K瓒呮竻楂樺姣斿害鍐锋殩璋冭壊鐢靛奖绾ф櫙娣辫兌鐗囬绮掕川鎰熴€傜粺涓€鍦烘櫙:澶┖銆傞澏鑸圭殑瑁呯敳鏉夸笂鍑虹幇浜嗕竴涓彂绾㈠彂浜殑鍦嗙偣鍛ㄥ洿鐨勬潗鏂欏湪寰尝鍔犵儹涓嬮€愭笎杞寲銆?,1152,768,81,24,42,"鐢婚潰闂儊瑙掕壊鍙樺舰缁撴瀯閿欎綅璺冲抚鐢婚潰鎶栧姩妯＄硦杩囧害鏇濆厜"
