prompt,image_prompt,width,height,num_frames,frame_rate,seed,negative_prompt
第二颗标注行星是一颗气态巨行星其大气中含有大量氦三,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰分析屏幕。气态巨行星的大气成分分析显示氦三含量是正常值的数百倍。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
第三颗标注行星是一颗完全由金属构成的小行星,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:星际战舰分析屏幕。金属小行星的成分分析显示它主要由铁镍和金等贵金属组成。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇将三颗行星标注为优先开采目标,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰主控室。全息星图上三颗行星被黄色高亮标记旁边标注着开采优先级。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇下令制定前往这三颗行星的航行计划,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:星际战舰指挥大厅。萧宇在星图前部署航行路线航线以金色线条显示在星图上。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
陈墨计算出前往三颗行星的最优航线,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰分析室。数据屏幕上显示出三条航线每条航线的距离时间和燃料消耗被详细计算。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇审视着航线数据选择了最节能的方案,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:星际战舰主控室。萧宇站在航线数据前对比着三个方案的优劣最终选择了中间那条。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
战舰开始调整航向准备执行第一次资源采集任务,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:太空。战舰缓缓调整姿态引擎点火加速向着目标行星飞去。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
在航行途中萧宇收到了第二条信息的第二条隐藏消息,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:星际战舰主控室。通讯屏幕突然出现一条加密信息解码程序正在快速破解。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
隐藏消息的内容是一个坐标一个银河系中心的黑洞附近,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰分析屏幕。屏幕上显示着一个坐标位置在银河系中心的超大质量黑洞附近。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇的表情变得严肃这个坐标可能是一个陷阱,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:星际战舰主控室。萧宇看着黑洞附近的坐标眉头紧锁手指在控制台上快速滑动。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
萧宇下令对黑洞附近的区域进行详细扫描,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一主角:天才科学家萧宇(35岁睿智沉稳黑发穿深色实验服)。统一场景:星际战舰分析室。扫描波向银河系中心方向扩散传感器数据源源不断地传回。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
扫描结果显示黑洞周围的时空曲率异常强大,电影级科幻摄影宏大史诗感8K超清高对比度冷暖调色电影级景深胶片颗粒质感。统一场景:星际战舰分析屏幕。黑洞附近的时空扭曲以热力图的形式显示红色区域表示极端的时空曲率。,1152,768,81,24,42,画面闪烁角色变形结构错位跳帧画面抖动模糊过度曝光
