prompt,image_prompt,width,height,num_frames,frame_rate,seed,negative_prompt
希望号和曙光号在深空巡航时传感器突然捕捉到微弱的无线电信号,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：希望号传感器室两艘战舰的传感器同时接收到一段规律性极强的微弱信号信号源来自前方一片小行星密集区域。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
萧宇命令两舰减速靠近信号来源处雷达屏幕上出现一片异常密集的小行星群,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：希望号舰桥萧宇听到信号警报后立刻来到舰桥全息屏幕上显示前方小行星群中有规律性的人造信号源。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
两艘战舰穿过小行星群前方出现了一颗不起眼的灰色小行星表面布满陨石坑,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：太空两舰穿过小行星群后一颗拳头大小的灰色小行星出现在视野中表面布满陨石坑毫不起眼像一颗普通岩石。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
萧宇驾驶希望号靠近小行星用高倍望远镜观测表面发现了一些规则几何结构,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：希望号观测窗前萧宇调整望远镜倍率小行星表面放大的图像显示岩石缝隙间有一些规则的几何构造。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
望远镜中清晰可见小行星表面有微小的通道网络如同蚁穴般分布在整个表面,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：小行星表面放大图银灰色岩石上密布着针尖大小的通道这些通道呈网格状连接形成庞大的地下网络。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
萧宇调整放大倍数图像中出现了微小但清晰的建筑轮廓像是一座微型城市,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：微型建筑轮廓图像通道网络中突起无数微小的建筑物它们排列整齐高度仅有毫米级别材质看起来像金属和岩石的混合物。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
萧宇震撼地发现这是一支微型外星文明它们在小行星内部建立了庞大的地下城市,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：希望号舰桥萧宇双手撑着控制台身体前倾全息屏幕上显示的微型城市图像让他屏住了呼吸。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
萧宇命令希望号保持距离观测不要发出任何主动信号以免惊扰这个文明,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：希望号舰桥萧宇下达静默观测命令引擎功率降至最低两艘战舰静静悬浮在小行星上方如同观察者。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
无线电信号经过翻译软件分析后显示出复杂的数学序列这是智慧文明的标志,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：希望号通讯室翻译软件正在解析信号数学序列在全息屏幕上逐步还原成二维波形图显示出精确的质数序列。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
萧宇意识到这个拾荒者文明已经掌握了基础的电磁通信技术,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：希望号数据分析室萧宇看着翻译结果在记录板上标注微型文明已具备电磁通信技术他的眉头微微舒展。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
萧宇决定主动发送一段和平问候信号包含人类的基础数学和物理公式,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：希望号通讯台前萧宇输入包含质数序列和勾股定理的和平信号天线指向小行星方向等待回应。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
漫长的三小时等待后小行星表面突然亮起一片光芒回应信号来了,电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：小行星表面。灰色岩石上的通道网络突然亮起了蓝色微光光芒从通道交汇处向外扩散如同星星点点的萤火虫。,1152,768,81,24,42,画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光
