"prompt","image_prompt","width","height","num_frames","frame_rate","seed","negative_prompt"
"六年的时光在宇宙中飞速流逝","电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：太空。联合舰队在漫长的岁月中不断前进。","1152","768","81","24","42","画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光"
"萧宇和联合舰队的船员们在这六年中经历了无数次战斗","电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：旗舰舰桥。萧宇的面容在星光的照耀下多了一丝沧桑。","1152","768","81","24","42","画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光"
"人类的科技在这六年中实现了质的飞跃","电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：旗舰科研中心。全新的科技设施在六年的发展中不断完善。","1152","768","81","24","42","画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光"
"萧宇的超光速引擎技术已经接近完全成熟","电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：旗舰实验舱。超光速引擎的原型机在舱室内散发着蓝白色的光芒。","1152","768","81","24","42","画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光"
"幽灵族也在六年中学会了人类的许多科技","电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：旗舰联合实验室。幽灵族学者在人类科学家的指导下学习新科技。","1152","768","81","24","42","画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光"
"被征服文明的残部也开始重建自己的社会","电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：被征服文明殖民地。被征服文明的幸存者在联合舰队的帮助下建立了新的家园。","1152","768","81","24","42","画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光"
"萧宇在这六年中从一个科学家成长为人类文明的领袖","电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：旗舰舰桥。萧宇站在指挥台前指挥着整个联合舰队。","1152","768","81","24","42","画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光"
"六年的时间让萧宇变得沉稳而深邃","电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：旗舰主控室。萧宇在全息星图前沉思。","1152","768","81","24","42","画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光"
"联合舰队的规模在这六年中不断扩大","电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一场景：太空战场。联合舰队的战舰数量已经增长到了数千艘。","1152","768","81","24","42","画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光"
"萧宇利用六年的和平时期建设了一支强大的舰队","电影级科幻摄影，宏大史诗感，8K超清，高对比度冷暖调色，电影级景深，胶片颗粒质感。统一主角：天才科学家萧宇（35岁，睿智沉稳，黑发，穿深色实验服）。统一场景：太空造船厂。战舰在太空中一艘接一艘地建造完成。","1152","768","81","24","42","画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊，过度曝光"
